text	label
If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.	unable_to_verify_identity
I just completed a bank transfer and the balance didn't update	balance_not_updated_after_bank_transfer
Will you tell me how to exchange USD for GBP in the app?	exchange_via_app
What is the limits on the number of disposable cards I can have?	disposable_card_limits
What age do my kids need to be to use your service?	age_limit
Whats the limit on my top up	top_up_limits
I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.	pending_cash_withdrawal
Someone needs to make me aware when there are extra charges for payments. I happened to be looking at the app earlier and noticed a charge associated to a payment that was extra that no one made me aware of before at all.	card_payment_fee_charged
When will I get my card?	card_arrival
I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers?	transfer_fee_charged
Is this where I order a virtual card?	getting_virtual_card
I topped up by card a while ago and it's still pending, surely it should be done by now?	pending_top_up
How soon do cards arrive after I order them?	card_delivery_estimate
When I was traveling abroad, the exchange rate was applied wrong.	card_payment_wrong_exchange_rate
The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue ?	failed_transfer
Am I able to get both a Visa and MasterCard from you?	visa_or_mastercard
How long does a transfer take from the point it's sent, to the point it arrives in my account?	transfer_timing
I'm unable to verify my identity	unable_to_verify_identity
I don't have a PIN at this point.	get_physical_card
Is there an option to have a virtual card?	getting_virtual_card
The ATM I used for foreign currency provided the wrong exchange rate.	wrong_exchange_rate_for_cash_withdrawal
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives	top_up_failed
How many ATMs will take this card?	atm_support
Am I limited to what ATM I can use my card?	atm_support
If I don't want a physical card can i get a virtual version?	getting_virtual_card
What are the rules to where I can use my card?	card_acceptance
"I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?"	pending_card_payment
Why do I need to verify my funds?	verify_source_of_funds
I'm waiting for a transfer from the US, how much longer?	transfer_timing
i need to trace a deposit	verify_source_of_funds
The funds I transferred are not in my account	balance_not_updated_after_bank_transfer
Can someone else use my account if they have my phone?  I lost mine.	lost_or_stolen_phone
The disposable cards - what are they for?	get_disposable_virtual_card
My card payment wasn't declined	declined_card_payment
can I be charged for topping up by card	top_up_by_card_charge
I am trying to make a transfer and am unsuccessful, can you please tell me why?	failed_transfer
I just made an order and noticed an extra fee. Why have you charged me this without informing me?	card_payment_fee_charged
How do I unblock my PIN?	pin_blocked
Do you charge a fee for topping up a card?	top_up_by_card_charge
I forgot my phone at the hotel, so I can't access the app.	lost_or_stolen_phone
More than one time this week, I have been charged more than once for the same transaction. Please correct the issue and refund the duplicate charges.	transaction_charged_twice
How long do I have to wait for a transfer from the US?	transfer_timing
I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take?	pending_transfer
What source do my fund come from?	verify_source_of_funds
Help me reset the passcode.	passcode_forgotten
I have tried sending a standard transfer five times and it hasn't gone through. What is the problem?	failed_transfer
Is exchanging currencies one of your app services?	exchange_via_app
Why didn't I receive the correct exchange rate for an item that I purchased?	card_payment_wrong_exchange_rate
What does a pending transaction mean?	pending_card_payment
I am not able to see the card PIN anywhere?	get_physical_card
What factors determine your exchange rate?	exchange_rate
How would I use a disposable card?	get_disposable_virtual_card
Can I tell if my top off didn't work?  It doesn't seem to have.	top_up_failed
i have been trying to add money with apple pay but it wont work, why?	apple_pay_or_google_pay
unsupported transfer declined	declined_transfer
I'm looking at my statement, and my refund is not on there.	Refund_not_showing_up
I need to close my account.  Your company is terrible!	terminate_account
Is there a tracking number for the card?	card_arrival
My balance was not updated after transferring money.	balance_not_updated_after_bank_transfer
places i can use the card	card_acceptance
Can i get a throw away card	get_disposable_virtual_card
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?	transfer_not_received_by_recipient
I really need some help to understand why my transfer keeps failing. I'm trying to send money to a friend. Please help.	failed_transfer
I got charged in double and want a refund	transaction_charged_twice
I tried my PIN too many times	pin_blocked
How long does a check take to show up in the account balance?	balance_not_updated_after_cheque_or_cash_deposit
What do I do if I detect fraudulent use on my car?	compromised_card
I'm expecting to see a cash withdrawal but I'm still waiting.	pending_cash_withdrawal
The atm won't give my card back!	card_swallowed
How long will my top-up stay pending?	pending_top_up
How do I shut down my account and get out of this company?	terminate_account
Why did my card payment get declined?	declined_card_payment
Can I change my PIN abroad?	change_pin
want to know where funds come from	verify_source_of_funds
My cheque deposit didn't seem to work.	balance_not_updated_after_cheque_or_cash_deposit
I would like to change currency	exchange_via_app
I am yet to receive my pin.	get_physical_card
How long does it take to prove my identity?	unable_to_verify_identity
Verify my source of funds?	verify_source_of_funds
I recently bought something abroad but the exchange rate is incorrect. Why?	card_payment_wrong_exchange_rate
The cash abroad exchange rate is applied wrong.	wrong_exchange_rate_for_cash_withdrawal
Is my card payment reverted?	reverted_card_payment?
When I got cash, my exchange rate was off.	wrong_exchange_rate_for_cash_withdrawal
I tried to make a cash withdrawal and it was declined. Why did this happen?	declined_cash_withdrawal
How do I exchange currencies using the app?	exchange_via_app
Can I transfer my salary onto here?	receiving_money
how old do i need to be to get an account for myself	age_limit
What type of fiat currencies do you support?	fiat_currency_support
I have moved.  Where can I update my details?	edit_personal_details
I'd like to know where my funds come from.	verify_source_of_funds
Why is there a charge for my transfer?	transfer_fee_charged
Tell me how to go about activating my new card?	activate_my_card
Someone stole my phone.	lost_or_stolen_phone
i live in the US can i still get a card?	country_support
Why was I chaged twice for the same thing?	transaction_charged_twice
I'm still awaiting for the completion of the transaction.	transfer_not_received_by_recipient
Do you have the best exchange rate?	exchange_rate
I'm in the EU. Can I get one of your cards?	country_support
How do I activate my new card I just got?	activate_my_card
My transfer didn't work	failed_transfer
I have questions about how to transfer money to my account.	transfer_into_account
What do I do with my card PIN?	get_physical_card
Where can I get my currencies exchanged?	exchange_via_app
I have a card payment that was declined, but why?	declined_card_payment
I tried using my card and it kept getting declined, Why?	declined_card_payment
I've forgotten my passcode. Can I reset?	passcode_forgotten
How many disposable cards can I have?	disposable_card_limits
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?	transfer_not_received_by_recipient
How long will an urgent transfer from China take?	transfer_timing
Am I able to modify my account details?	edit_personal_details
my virtual card has not came yet!	getting_virtual_card
While doing a transfer, it says declined.	declined_transfer
The exchange rate was incorrect for an item I bought.	card_payment_wrong_exchange_rate
If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?	pending_cash_withdrawal
My transfer says pending. What does that mean?	pending_transfer
Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?	failed_transfer
Are cheques accepted for a top up?	top_up_by_cash_or_cheque
How about disposable virtual cards?	get_disposable_virtual_card
If I need to cash foreign transfers, how does that work?	exchange_rate
How many years old do I have to be?	age_limit
What's the top up limit?	top_up_limits
I was transferring some money to a friend, which I thought would be free, but I see there is a charge.  What's up with that?	transfer_fee_charged
What fiat currencies are used with holdings and exchanges?	fiat_currency_support
How do I contact customer support about a transfer?	declined_transfer
How do I make contactless work	contactless_not_working
If my phone was stolen, do I need to do anything?	lost_or_stolen_phone
left my phone at hotel, cant use app	lost_or_stolen_phone
I tried to top up with my card but it was declined. I was able to a couple days ago and it worked. Is something wrong? Can you check it for me please?	top_up_failed
Can you please tell me why I cant get money from the ATM?	declined_cash_withdrawal
Is a physical card also available	order_physical_card
Please help me delete this account.	terminate_account
I want a mastercard	visa_or_mastercard
How can I get a virtual card for a one-time transaction?	get_disposable_virtual_card
do i have to wait for a physical card before i get my pin	get_physical_card
Can you tell me if my top-up has been cancelled?	top_up_reverted
How do I see my updated balance after I make a cheque or cash deposit?	balance_not_updated_after_cheque_or_cash_deposit
I tried to use my debit card, but the payment did not work.	reverted_card_payment?
The refund isn't appearing in my account	Refund_not_showing_up
I was informed that transfers were free. I noticed I have a fee but why?	transfer_fee_charged
My card did not work at store.	declined_card_payment
Is there a way I can get my ATM card back from the machine?	card_swallowed
how do I get top up to work for my card	apple_pay_or_google_pay
Will this card work at any ATM?	atm_support
Can I receive payments in another currency?	receiving_money
How long does a transfer from the UK account usually take? After completing the transfer it is not showing up. I need to know that everything I actually went okay.	balance_not_updated_after_bank_transfer
How do I troubleshoot when contactless doesn't work?	contactless_not_working
Is there a limit on how many times I can use a disposable card?	disposable_card_limits
I think my passcode was changed	passcode_forgotten
I want to op up my account by using bank transfer. How do I go about it?	transfer_into_account
I had to pay one pound more than the set price!	extra_charge_on_statement
Is there something wrong with the ATM? It would not let me pull cash out of my account.	declined_cash_withdrawal
Any chance of getting the card outside the UK?	country_support
how long will it take for my transfer to stop pending	pending_transfer
What is the top-ups limit?	top_up_limits
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?	declined_cash_withdrawal
Where is the transfer I started?	transfer_not_received_by_recipient
Can I withdraw money from another bank and transfer it into my empty account?	transfer_into_account
What happens if I deposit a cheque accidentally?	balance_not_updated_after_cheque_or_cash_deposit
I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.	declined_cash_withdrawal
How do you decide what your exchange rates are?	exchange_rate
What types of foreign money can be used with this service.?	fiat_currency_support
I can't verify my ID.	unable_to_verify_identity
I withdrew cash but it still shows as pending?	pending_cash_withdrawal
Where do I go to unblock my PIN?	pin_blocked
How long does transfers take?	balance_not_updated_after_bank_transfer
I'm trying to use my Apple Watch to top up my google pay. Do I need a special app?	apple_pay_or_google_pay
I tried to transfer but it was declined	declined_transfer
help me with my transfer	failed_transfer
My card got stuck in an ATM.	card_swallowed
cancel my account	terminate_account
My last name has changed and I need to update my account details.	edit_personal_details
Why did my top up not work?	top_up_failed
I am waiting for a payment to be processed	pending_card_payment
How can I top up with Google Pay?	apple_pay_or_google_pay
"What do I do if an ATM ""stole"" my card?"	card_swallowed
I am waiting patiently for a week now for the seller to get back to me and there has been no response, could you please help me further with getting my money back.  Thank you.	Refund_not_showing_up
I need to find out why my pending payment hasn't gone through.	pending_card_payment
Hi, I lost my phone yesterday, what can I do to stop someone using my account on it?	lost_or_stolen_phone
What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?	balance_not_updated_after_cheque_or_cash_deposit
Will my transfer be done soon?	pending_transfer
Where is my card accepted?	card_acceptance
Do I have to pay extra if I use an international card to top up my account?	top_up_by_card_charge
how long dies it take for transfers to reflect on my balance	transfer_timing
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done ?"	transfer_fee_charged
How many disposable cards can I own?	disposable_card_limits
Are there a certain amount of transactions i can do with one disposable card?	disposable_card_limits
I transferred some money but it hasn't arrived.	transfer_not_received_by_recipient
Is my PIN the same thing as my passcode?	get_physical_card
I topped up but it didn't complete	pending_top_up
So, the card PIN?	get_physical_card
Is there a way to track the delivery of my card?	card_arrival
What is the maximum I can top up?	top_up_limits
I live in Germany. Is that one of the countries you are in? What other countries are you in?	country_support
Why am I unable to withdrawal cash?	declined_cash_withdrawal
Can apple pay handle top up exchanges?	apple_pay_or_google_pay
Where are cards delivered to?	order_physical_card
I need to delete my account, please.	terminate_account
Can I get some help to get me card activated?	activate_my_card
At what ATMS am I able to use the card?	atm_support
Do all businesses take this card?	card_acceptance
Why am I still waiting for my refund	Refund_not_showing_up
Can you explain why I am now getting charged a fee for using my card?	card_payment_fee_charged
I've deposited a check but the cash isn't showing that it's there yet.	balance_not_updated_after_cheque_or_cash_deposit
I received a decline message on a transfer	declined_transfer
My latest transfer seems to be missing.	balance_not_updated_after_bank_transfer
my card details could be stolen, as i didnt make these transactions	compromised_card
My account balance has not updated since I deposited a cheque recently.	balance_not_updated_after_cheque_or_cash_deposit
I need to know what charges I will incur for using a European card for top up.	top_up_by_card_charge
My plans may change so I may need to change from GBP to AUD.	exchange_via_app
Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.	card_payment_fee_charged
Why was a charged just for transferring?	transfer_fee_charged
How do I know what exchange rate I will get?	exchange_rate
I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!	card_payment_not_recognised
Does this app allow currencies to be exchanged?	exchange_via_app
Why was my card payment cancelled?	reverted_card_payment?
I'm not sure why my account has been refunded a payment for an item I've already received about 2 weeks ago. Can you please tell me what is going on?	reverted_card_payment?
Money that I have transferred hasn't arrived yet	balance_not_updated_after_bank_transfer
My phone was stolen, what should I do first?	lost_or_stolen_phone
So, I am a new customer and attempted to top up for the very first time today. It's already been pending for half an hour and doesn't seem to be working. I need to please get this fixed.	pending_top_up
How can I fix a problem where my virtual card is rejected?	virtual_card_not_working
what is the process for setting up a pin	get_physical_card
Was there a way for me to get tracking for that?	card_arrival
Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending	pending_top_up
Payment I didn't do.	card_payment_not_recognised
The app does not know it is me.	unable_to_verify_identity
I deposited a cheque but I don't see the funds in my account.	balance_not_updated_after_cheque_or_cash_deposit
Please explain why my top-up didn't go through.	top_up_failed
Am I allowed to hold money in multiple currencies?	fiat_currency_support
I still don't have a card. How do I get one?	order_physical_card
There is a payment that is not mine.	card_payment_not_recognised
Why am I being charged the wrong currency exchange when I purchased something abroad?	card_payment_wrong_exchange_rate
The cheque I deposited isn't showing in my account	balance_not_updated_after_cheque_or_cash_deposit
My transfer did not work, what was the reason?	failed_transfer
My address is incorrect on my file.	edit_personal_details
What is the €1 fee for?	extra_charge_on_statement
When will I be able to see the refund	Refund_not_showing_up
Exchange rate for my cash withdrawal is wrong	wrong_exchange_rate_for_cash_withdrawal
Can i get money in my home currency at my ATM ?I am on holiday and bit concerned because i do not have any cash with me .Is it possible to withdraw without any additional cost.	wrong_exchange_rate_for_cash_withdrawal
Why am I missing my refund	Refund_not_showing_up
A card payment on my account is shown as pending.	pending_card_payment
Do you charge if I use a European bank card for top up?	top_up_by_card_charge
Can i make several disposable cardsper day?	disposable_card_limits
Contactless isn't working for me	contactless_not_working
Can you tell me why my transfer is failing and help resolve?	failed_transfer
Would you please tell me the status of my refund request for a large purchase I made not long ago? I contacted the merchant nearly a week ago, but haven't received it.	Refund_not_showing_up
What sort of restrictions are there for the disposable cards?	disposable_card_limits
The top-up has a definite problem! I regularly use your service and haven't had a problem before, but now the top-up just shows pending. Please tell my why it continues to show pending.	pending_top_up
Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?	transaction_charged_twice
How can I top up with a cheque?	top_up_by_cash_or_cheque
I haven't received my pin	get_physical_card
The rate of exchange isn't right for my cash withdrawal.	wrong_exchange_rate_for_cash_withdrawal
Can I resent my passcode?	passcode_forgotten
What is the estimated wait time on a US transfer into my account?	transfer_timing
I entered a wrong PIN too many times. How can I fix this?	pin_blocked
I want to delete my account.	terminate_account
What is the exchange rate like?	exchange_rate
I was getting some cash out of the ATM but it cancelled on me without warning.	declined_cash_withdrawal
Now that I live in the US how can I get a card?	country_support
Please help me set up a new PIN.	change_pin
I have a fee showing from last time I used my card.	card_payment_fee_charged
Why was my card payment declined?	declined_card_payment
Are there fees for using an international card to top up?	top_up_by_card_charge
Mastercard is my preferred company.	visa_or_mastercard
I did a cash deposit to my account, but I am not seeing it on my statement.	balance_not_updated_after_cheque_or_cash_deposit
The company is no good, please terminate my account.	terminate_account
I need to know why my credit card was declined for top up? What is the deal here and why did it not go through?	top_up_failed
where can I get the info for my funds	verify_source_of_funds
Hello,  In my most recent ATM transaction, I didn't receive nearly as much cash as I thought I would - what is your exchange rate policy?	wrong_exchange_rate_for_cash_withdrawal
I can't seem to figure out why my transfers are getting declined.	declined_transfer
I would like to have a Mastercard.	visa_or_mastercard
I did a transfer and I was charged a fee that shouldn't be there!	transfer_fee_charged
I can't see a refund for a return I completed recently.	Refund_not_showing_up
Will my GPB update my salary	receiving_money
I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?	pending_top_up
Where can I find my fund information?	verify_source_of_funds
Why are you keeping my money from me by declining my card? What is going on?	top_up_failed
Why am I still waiting for a transfer?	balance_not_updated_after_bank_transfer
What are the charges for US cards with top up.	top_up_by_card_charge
My card wont work at an ATM	declined_cash_withdrawal
Did I do something incorrectly? Where is my top-up?	pending_top_up
I made a currency exchange and think I was charged more than I should of been.	card_payment_wrong_exchange_rate
Which ATM's am i able to change my PIN?	change_pin
What do I do if my disposable virtual card doesn't work?	virtual_card_not_working
I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service	transfer_fee_charged
Where is an ATM?	atm_support
I made a transfer but my balance hasn't been updated	balance_not_updated_after_bank_transfer
Will I get charged for topping up with an international card?	top_up_by_card_charge
Can you tell me what countries you operate in?	country_support
How did my top-up fail?	top_up_failed
What is the fee on my card payment?	card_payment_fee_charged
How come my cash deposit is not showing up. This can't be right. There must be some mistake. Where did my cash go. You better not have lost it as I need this money asap.	balance_not_updated_after_cheque_or_cash_deposit
Can you help me track my card?	card_arrival
why hasnt my card come in yet?	card_arrival
I'm interested in holding and exchange for flat currencies, what do you support?	fiat_currency_support
what is the exchange rate?	exchange_rate
Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.	pending_cash_withdrawal
I have a duplicate payment showing	transaction_charged_twice
How can I create a disposable virtual card?	get_disposable_virtual_card
My salary is in GBP, do I need to exchange it before putting it into my account?	receiving_money
If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.	activate_my_card
My last ATM request did not go through due to a declined card. Please cancel the request on my account.	pending_cash_withdrawal
My card payment was cancelled it seems.	reverted_card_payment?
How can I tell if my card payment is reverted?	reverted_card_payment?
I want to transfer money. How do I do that for my account?	transfer_into_account
I want to know your exchange rates.	exchange_rate
Can i receive transfers from my employer this way?	receiving_money
My card is being used online to make a bunch of purchases! Someone else is using it fraudulently. Can you help me freeze it?	compromised_card
I was unable to transfer money from my account.	failed_transfer
Can you tell me why the transfer isn't showing up on my account?	balance_not_updated_after_bank_transfer
I want to start using my card, how do I activate it?	activate_my_card
Are there charges for using a bank card to top up	top_up_by_card_charge
Tell me how many transactions I can do with a disposable card.	disposable_card_limits
The fee charged when I changed rubles into British pounds was too much.	card_payment_wrong_exchange_rate
I believe someone is using my card without my agreement!	compromised_card
Is there a location where I can change my PIN?	change_pin
How can I unlock my pin from too many tries?	pin_blocked
Why hasn't my transfer been made?	failed_transfer
Card payment declined?	declined_card_payment
What can I expect if I use bank transfer to top up my account?	transfer_into_account
I want to replace my current PIN.	change_pin
Are cards delivered to my location?	order_physical_card
What are the restrictions to top-offs?	top_up_limits
How do you determine your exchange rates?	exchange_rate
I have to quickly transfer something to China. How long will it take to arrive there?	transfer_timing
What are the steps to change my PIN to something else?	change_pin
How do I convert currencies with the app?	exchange_via_app
Can I have more than 2 disposable cards?	disposable_card_limits
What can I and can't do with the disposable cards?	disposable_card_limits
How can I top up my account by bank transfer?	transfer_into_account
How much does it cost for a physical card?	order_physical_card
I was charged more than once in a single transaction	transaction_charged_twice
I think there is a mistake.  I am being charged twice.	transaction_charged_twice
I want to use bank transfer for topping up my account. How is it handled?	transfer_into_account
Where can I change my personal information after I move?	edit_personal_details
I made a withdrawal from my account but it has not posted?	pending_cash_withdrawal
I don't see a refund in my account.	Refund_not_showing_up
Why i'm I being charged an extra pound	extra_charge_on_statement
I couldn't pay with card in a shop	declined_card_payment
What is the minimum age limit?	age_limit
How many active transactions can I make with a disposable card?	disposable_card_limits
I do not think the pop up went through yet.	pending_top_up
What are the steps I should take to recover my swallowed card?	card_swallowed
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives	top_up_failed
"Can you help me with a weird charge?  It's a pound charge that never goes away from the statement view on the app I'm using.  It's not described as anything but ""Pending"", and that status has never changed during the last two days."	extra_charge_on_statement
Which ATM's accept my card?	atm_support
How do I get a card in the EU?	country_support
If US cards have a top up charge, what is it?	top_up_by_card_charge
Can you tell me where my readily available cash has come from?	verify_source_of_funds
Tell me if there is a top-up limit.	top_up_limits
Why could I not get cash?	declined_cash_withdrawal
The money is still in my account even though I already paid -- I don't understand what happened.	reverted_card_payment?
can i go into my app to find my pin	get_physical_card
I'm not seeing my cash deposit showing up in my account.	balance_not_updated_after_cheque_or_cash_deposit
How can I close my account?	terminate_account
Just received my replacement card, what steps do i need to take to activate it?	activate_my_card
Is it possible to have more than one disposable card?	disposable_card_limits
Show me how to look at the source of my current funds?	verify_source_of_funds
Why is there more then one charge on my card I only paid for one not twice how can I fix this?	transaction_charged_twice
Um, my top up didn't work	top_up_failed
Where do I find how to top off with a check?	top_up_by_cash_or_cheque
Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.	declined_transfer
